,Absolute Magnitude,Relative Velocity km per sec,Miss Dist.(kilometers),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Eccentricity,Inclination,Asc Node Longitude,Perihelion Distance,Perihelion Arg,Perihelion Time,Mean Anomaly,Hazardous,Avg_Diameter_KM
2885,20.4,18.48537415,63714780.0,2,0.200139,3.521,0.507864776,37.33564756,284.4727598,0.953807336,285.5586294,2458252.416,267.9771255,0,0.3577195015
2886,20.3,19.71188852,73354112.0,7,0.178793,3.768,0.450248332,38.87883927,69.55242857,0.966416793,292.7658528,2458020.27,351.6399245,0,0.374578302
2887,27.3,14.50956039,46682360.0,7,0.0109704,5.266,0.236383373,13.44277211,304.342483,0.911101253,236.6181852,2458158.127,240.7941634,0,0.014912231
2888,21.6,10.53505703,63342280.0,2,0.0409175,5.959,0.423313501,4.773717283,128.0520481,0.58099227,324.7548505,2457777.421,187.5603562,1,0.20584608799999998
2889,21.5,10.53502845,63342076.0,1,0.0409294,5.959,0.423347702,4.774411822,128.0258111,0.58094982,324.7389769,2458146.754,217.4471749,1,0.21554731500000002
2890,19.9,15.25495589,42346284.0,0,0.0647323,4.982,0.246945251,14.01328687,88.50034523,0.96807403,113.3836032,2457983.785,11.30260877,0,0.4503421705
2891,26.2,15.96406415,36008040.0,7,0.00375541,5.846,0.269225204,10.95070046,263.0679128,0.760419063,275.28888,2458031.969,330.7797132,0,0.0247481435
2892,25.1,25.61518901,73231440.0,7,0.00540056,5.375,0.376812415,2.425913637,270.4029057,0.720101182,259.1860544,2458052.556,318.6943648,0,0.041071694
2893,21.8,14.28511839,65654588.0,6,0.104424,5.361,0.040578591,19.72805456,296.772978,1.116551275,334.9401471,2458146.644,245.2688506,0,0.187733863
2894,20.1,18.05155308,23740390.0,8,0.105279,3.883,0.679174885,6.921965969,224.0967295,0.547555356,338.0450839,2454530.084,336.3135078,0,0.410716941
2895,18.5,20.9360594,51062352.0,0,0.134651,6.345,0.274232155,36.28414633,109.0770213,0.663085871,346.8725461,2458055.409,298.0283623,0,0.858109316
2896,22.2,13.45189921,63591704.0,1,0.00293641,6.672,0.262598778,17.4070447,50.82175743,0.648673063,230.0696064,2458099.811,241.3639369,1,0.156150226
2897,19.3,17.15597069,3956026.5,0,0.000639127,2.816,0.686678913,17.57359889,292.7795914,0.91773725,319.4572023,2457193.492,158.6677626,1,0.5936666015
2898,24.5,8.671502533,39193068.0,6,0.000297692,5.942,0.254086879,5.341970296,213.1150111,0.762814326,100.9813705,2458053.457,309.5301308,0,0.054143037500000005
2899,23.2,7.857557514,18542888.0,7,0.038182,6.041,0.342678129,7.09148982,134.3475514,0.654609319,48.2635342,2457856.371,142.9385362,0,0.098524132
2900,19.2,12.51417675,69637304.0,0,0.164048,3.604,0.444779845,4.720486633,283.3636155,1.170764458,35.12553571,2457633.46,349.390871,0,0.6216452459999999
2901,19.3,12.51417246,69637288.0,0,0.163875,3.604,0.444897453,4.720940316,283.3570395,1.170476189,35.11414109,2457633.458,118.1505733,0,0.5936666015
2902,25.8,9.860759304,43910928.0,6,0.0424494,6.642,0.193236277,7.580553673,127.6942725,0.719185899,156.422464,2457847.732,178.893467,0,0.029753811999999998
2903,24.8,5.580809424,45037208.0,4,0.0399229,5.541,0.19803721,6.389392292,167.8832461,0.900099467,271.6094563,2458161.239,226.7645078,0,0.0471566145
2904,20.5,14.55037069,37242828.0,2,0.00444533,3.212,0.669582949,3.327543724,232.8563776,0.775978113,69.48028898,2458026.587,352.8558425,1,0.341619472
2905,24.7,7.641263261,6872481.5,7,0.0422991,2.962,0.63229764,0.536294361,160.635007,1.056366764,153.076657,2457194.661,163.1077964,0,0.049379037
2906,22.9,8.243904118,24833776.0,6,0.139184,3.567,0.524622033,10.49177285,192.378715,0.985379883,98.73952941,2457573.805,140.9207214,0,0.1131208385
2907,21.7,7.371165514,23887630.0,2,0.0218662,6.638,0.211775291,14.23513589,324.4683825,0.700533643,130.9822703,2457978.002,26.46516405,1,0.19658148749999999
2908,24.0,13.4887919,51343116.0,8,0.0536338,5.353,0.215396174,27.2767126,141.4573425,0.899615754,77.87373481,2455307.061,306.5665418,0,0.068162046
2909,24.5,11.38658819,53094816.0,7,0.104643,4.266,0.329387572,7.723807174,26.77682434,1.082328849,322.2042831,2457679.035,154.5278165,0,0.054143037500000005
2910,18.3,13.60459079,63927776.0,0,0.29933,3.672,0.453653456,26.79932092,289.4766843,1.051142725,102.1647913,2458423.909,203.6226095,0,0.940898155
2911,23.9,13.75463347,44489124.0,3,0.0441378,5.987,0.159891936,4.250709974,167.5976211,0.854381403,43.35217731,2457967.058,32.13821305,0,0.071374424
2912,22.7,13.78103,7124669.5,0,0.0440685,5.422,0.148046816,25.92016783,144.6288523,0.965431502,108.4373717,2457999.8,0.571775402,0,0.124034533
2913,19.1,19.53913191,36014416.0,2,0.204215,4.348,0.467847873,27.32771546,339.335852,0.788995845,344.0474577,2458061.798,326.5346978,0,0.650942484
2914,20.6,27.18114767,44542916.0,1,0.147028,3.328,0.446586781,52.57008879,338.3059426,1.082100279,320.9974238,2458383.279,222.0169528,0,0.3262440625
2915,23.7,13.1401024,10066820.0,2,0.0208383,6.596,0.495946959,6.881150535,319.5386119,0.445625561,236.7409517,2458093.062,250.2518542,0,0.0782605
2916,22.1,8.628721378,15653106.0,0,0.0520925,3.547,0.543403685,6.010985649,25.92136111,0.954644386,297.000699,2457634.115,119.447638,0,0.1635093595
2917,27.9,8.81033441,72171.95313,8,6.91e-05,4.822,0.314069219,6.100839923,346.1538784,0.924329044,310.8911904,2455407.563,28.94344799,0,0.0113120835
2918,27.2,8.41174604,2282175.0,8,0.015154,3.554,0.520654169,6.403326414,169.8817923,1.00751077,160.1139393,2455434.918,5.363486056,0,0.015615022999999999
2919,28.1,6.004170583,79384.41406,4,0.000625603,5.793,0.188232962,0.882742631,163.841225,0.860848097,267.558369,2457912.466,79.45367201,0,0.010316743
2920,27.1,9.999598277,247714.4063,1,0.00108035,6.997,0.388447279,5.059664077,166.1544806,0.50803401,319.7961989,2458016.803,338.7787407,0,0.016350936
2921,25.2,12.75154554,37370060.0,7,0.0321691,4.239,0.360867254,13.5519468,189.658695,1.029418991,189.0271366,2457704.77,142.5929963,0,0.039223163500000005
2922,19.3,12.35207596,51817648.0,1,0.277476,4.392,0.172126837,22.92227155,359.4627684,1.263691886,330.8092913,2458195.393,258.1447968,0,0.5936666015
2923,18.2,36.40335327,34023312.0,5,0.113972,3.426,0.718636878,47.60462243,342.2973422,0.509593698,248.0899014,2458069.055,332.2790015,0,0.9852413185
2924,24.3,7.34905085,5285043.0,7,0.017896,3.507,0.524841496,1.017438338,0.001940674,1.025773304,339.6385522,2457765.266,73.09456576,0,0.0593666605
2925,17.6,26.13861184,65464880.0,0,0.27964,4.338,0.187018817,55.29702911,358.701658,1.124743626,280.2303897,2457719.695,170.0785423,0,1.2988010075
2926,20.2,26.33256292,52410152.0,6,0.0584764,2.788,0.605197235,42.1992698,8.785735395,1.058329423,355.98361,2458643.32,215.6447029,0,0.3922316335
2927,24.0,4.333280055,9192705.0,5,0.0603859,4.224,0.354328835,2.538573119,322.256521,1.057879011,39.6627919,2457762.016,112.0795154,0,0.068162046
2928,26.4,16.49357188,25600618.0,7,0.00154557,4.232,0.464548527,9.54193865,184.6798236,0.853253408,238.4269038,2457707.924,143.3527251,0,0.0225705745
2929,24.4,19.7208312,17038518.0,7,0.0263565,6.898,0.368813536,34.14019069,172.2994322,0.522613866,326.8902132,2458012.78,343.9351252,0,0.05669472
2930,29.4,20.54294586,65518984.0,5,0.000699108,5.876,0.259454179,2.325509781,191.5870727,0.76850462,276.140367,2458123.411,245.4081645,0,0.005669472
2931,21.6,15.50970337,33278652.0,0,0.0311029,6.388,0.313273021,6.521490095,98.99926651,0.639185954,134.6677613,2458014.352,344.7964823,1,0.20584608799999998
2932,19.9,39.61481901,72554808.0,2,0.0298515,6.097,0.515313587,53.62974054,346.2809942,0.444784136,311.9479464,2458012.507,346.5377589,1,0.4503421705
2933,23.6,12.85048916,15485358.0,7,0.0861491,5.954,0.123992554,24.77533427,175.8704579,0.883224376,320.1370433,2458175.428,189.6989617,0,0.0819488035
2934,18.9,12.23327226,74368048.0,1,0.00780919,6.815,0.259185262,26.37052473,257.5633905,0.6303045,144.5011455,2458062.635,281.9665798,1,0.7137442405000001
2935,25.5,8.517946013,16678305.0,6,0.00013018,6.709,0.298858196,6.150387915,86.96685862,0.615207187,44.41499873,2457938.987,73.76512269,0,0.0341619475
2936,24.8,6.653829539,13383770.0,7,0.00636869,6.987,0.343897515,2.304434117,107.2553631,0.547490908,45.70486168,2458073.189,266.0140277,0,0.0471566145
2937,20.6,29.43028129,56382128.0,1,0.00776213,6.406,0.506730996,23.64366895,166.7216939,0.44657258,47.72096543,2457924.179,87.32489935,1,0.3262440625
2938,25.3,8.827821282,3675180.5,7,0.0235905,4.614,0.293930355,14.38957793,12.98108223,1.008202562,21.14370563,2457988.589,6.880192388,0,0.03745783
2939,24.5,8.223668554,19388416.0,9,0.128749,4.557,0.22981823,15.28518477,13.21984776,1.125197381,10.57175347,2455486.641,356.5723201,0,0.054143037500000005
2940,16.05,23.32292216,59919208.0,0,0.149558,6.946,0.436512224,15.75597143,170.8848665,0.468845109,355.9827741,2453600.981,104.5646159,0,2.6518112995000003
2941,21.4,16.40459424,33042372.0,2,0.0781464,5.845,0.391311197,17.70798528,153.247523,0.625250378,126.0857326,2458088.091,277.0764678,0,0.225705747
2942,23.9,5.737227489,16367227.0,5,0.109753,4.885,0.188758109,9.907646797,30.82511179,1.080788016,319.2782711,2458260.14,193.5858093,0,0.071374424
2943,23.9,8.688985047,8889030.0,8,0.0481181,4.49,0.353183055,8.474792191,11.43780583,0.961490399,55.23735783,2455521.884,338.038142,0,0.071374424
2944,20.7,10.56861797,25158516.0,7,0.104408,3.11,0.589751523,3.888950867,53.82597926,1.090203969,303.2420557,2458621.944,218.6111952,0,0.311560661
2945,14.6,30.76009543,37523516.0,0,0.0987093,3.09,0.771578864,12.57662356,7.184375299,0.524648598,122.4044613,2458071.559,339.880239,0,5.170619942
2946,20.8,9.894229518,42025988.0,0,0.0241636,6.099,0.279244562,4.669720186,342.9446181,0.712283767,56.11674908,2458009.865,350.604716,1,0.2975381215
2947,18.6,32.7070176,43136548.0,0,0.0675992,3.864,0.731879308,4.816227466,281.0132812,0.451284697,341.1454338,2457833.864,75.21288956,0,0.819488035
2948,20.8,26.16055064,70740864.0,1,0.16299,6.001,0.503509014,26.95838378,15.78200254,0.484316946,328.1726794,2457934.219,67.80592563,0,0.2975381215
2949,25.2,4.989444196,13497601.0,0,0.0871549,3.613,0.47792576,0.827118202,182.3457807,1.085364213,199.283128,2457675.572,335.3159994,0,0.039223163500000005
2950,26.6,13.29062507,1685540.5,8,0.0108532,4.068,0.52503458,5.723385223,16.00870813,0.795381562,72.09528219,2455530.234,336.9252992,0,0.020584609
2951,24.7,8.818544858,3054978.0,7,0.0189255,4.904,0.326854777,5.772929601,213.0504101,0.884883042,111.2796178,2458186.703,238.2343824,0,0.049379037
2952,25.2,4.989442616,13497622.0,0,0.0885372,3.613,0.477729792,0.826860438,182.3087926,1.085722032,199.3835321,2457675.595,106.8378997,0,0.039223163500000005
2953,20.5,15.21353832,54473960.0,5,0.00624978,4.723,0.571488139,9.612285512,169.0116581,0.571120599,258.2615725,2457755.592,156.8768443,1,0.341619472
2954,20.2,10.25686872,26034334.0,0,0.0130652,4.304,0.376807321,11.68216017,169.5007234,0.980758115,196.9484161,2457645.295,177.3267775,1,0.3922316335
2955,24.4,27.44310799,68504712.0,7,0.00568196,8.152,0.534664385,3.59770024,185.5826069,0.321219684,12.68957259,2458055.989,264.6418739,0,0.05669472
2956,22.4,7.52026282,30400360.0,0,0.0179445,5.566,0.107319944,13.27133881,211.4593747,0.994459063,44.61903612,2457916.671,70.26882607,0,0.1424106985
2957,23.9,10.67666349,428454.875,6,0.000568461,3.51,0.561929744,6.925800702,208.4373326,0.925006843,216.6984653,2457759.64,77.36884601,0,0.071374424
2958,25.1,2.796474619,4478659.5,5,0.0138323,5.259,0.173958831,2.175457552,68.80144418,0.996950985,338.0373969,2457937.073,47.14883037,0,0.041071694
2959,20.2,16.2430796,66885888.0,6,0.433741,3.799,0.297648261,30.68072734,46.17935575,1.295492727,297.5850157,2458184.859,287.465004,0,0.3922316335
2960,23.387,18.26616272,56222272.0,6,0.0135445,3.307,0.738117997,5.126159613,349.9708122,0.556562117,79.40359993,2457770.503,73.1668229,0,0.090394627
2961,24.5,11.35283176,8907407.0,8,0.0548246,4.7,0.269068137,19.22369695,223.8049299,1.011024419,213.9967843,2455537.444,340.6461722,0,0.054143037500000005
2962,23.6,12.74878906,9819043.0,8,0.0532314,5.742,0.030156716,24.71812077,45.58628467,1.024999351,68.03687262,2455582.505,295.5888694,0,0.0819488035
2963,17.3,24.46383334,71714504.0,0,0.375572,4.984,0.503696919,23.89340174,312.4480961,0.612814497,348.4316194,2457967.295,23.85256876,0,1.4912230805
2964,20.2,14.95943317,22572038.0,0,0.139163,5.466,0.407231551,14.10491473,16.46035836,0.66421989,135.9943886,2458175.046,214.9650424,0,0.3922316335
2965,19.4,22.23957546,74146744.0,1,0.054975,6.54,0.478223887,19.6348485,203.4662406,0.463553189,239.6872798,2457970.066,35.82167445,0,0.5669472025
2966,22.1,15.67322222,33667672.0,0,0.0549144,5.293,0.153836991,31.04245161,49.31999677,0.979702043,246.8332903,2458117.764,267.2300401,0,0.1635093595
2967,20.6,4.965924733,22811774.0,0,0.134698,4.657,0.217670506,8.606553106,30.04277623,1.116355258,25.44307807,2458005.609,357.0462152,0,0.3262440625
2968,20.0,18.15393915,20973156.0,7,0.0205144,4.328,0.523171625,26.00498888,33.00425184,0.706836974,101.4921694,2458207.422,247.0006927,1,0.430073434
2969,21.7,21.49072514,38629496.0,6,0.0977823,4.717,0.174449467,39.55296477,51.23602134,1.086602313,359.6758472,2458257.448,192.2901112,0,0.19658148749999999
2970,19.0,36.53907611,24653490.0,8,0.0409558,3.184,0.638175311,55.23224176,240.9537573,0.711993902,247.906735,2455554.062,342.3035368,1,0.6816204585000001
2971,24.7,8.005117673,13683383.0,8,0.0746721,2.988,0.626834763,3.415598203,215.3241767,1.054420465,213.1638065,2455527.255,356.5231501,0,0.049379037
2972,20.1,22.58313301,63726968.0,0,0.0451323,3.849,0.521678628,10.5032203,161.6340851,0.871328161,327.3485318,2458250.096,259.942523,1,0.410716941
2973,23.1,8.016112897,4756891.0,5,0.0192204,3.191,0.599236044,1.339565433,220.2639871,1.001510191,208.8284517,2458416.742,256.1516402,0,0.103167431
2974,19.5,23.59631744,66793528.0,7,0.0526636,4.523,0.843351874,37.37763818,44.66991396,0.198758546,132.9147103,2458182.568,234.4442219,0,0.5414303755000001
2975,23.7,13.86198366,1092878.125,5,0.00748771,7.34,0.283433449,26.94562709,233.3716211,0.558314125,8.286453516,2457912.589,125.984075,0,0.0782605
2976,24.9,9.338019963,3330690.5,6,0.0111526,6.398,0.313483546,4.560152092,60.95250989,0.638135553,232.614931,2458056.96,297.9059514,0,0.045034217
2977,26.5,16.01529506,46933280.0,7,0.018849,4.27,0.39297694,6.095931299,76.38310185,0.969943886,32.38378945,2457764.893,114.968848,0,0.0215547315
2978,19.5,22.51063469,64834900.0,1,0.294754,5.143,0.611179015,44.11551225,65.84804278,0.438453448,211.5817621,2458045.071,323.3141171,0,0.5414303755000001
2979,21.9,29.81919005,51582480.0,0,0.070206,6.339,0.545002705,28.59523467,57.54541172,0.413670858,140.6721182,2458102.058,244.5353426,0,0.1792844475
2980,22.7,11.07251613,34348540.0,0,0.00666038,5.439,0.218919811,20.92796151,56.6108626,0.88593888,253.9526382,2458058.317,312.8266705,0,0.124034533
2981,18.7,15.58694425,52822596.0,0,0.0242774,4.948,0.499748375,3.499763217,182.4811902,0.635891434,242.07393,2458143.108,261.9255958,1,0.7826049975
2982,17.2,32.00263327,40636988.0,0,0.0670039,3.152,0.761277126,9.362986149,194.9632791,0.537564292,118.8673958,2457943.565,16.60639653,0,1.561502259
2983,25.7,6.711090843,47237016.0,7,0.0124627,5.668,0.194490875,5.6028159,13.83711216,0.877884628,246.0431168,2457837.186,141.4740711,0,0.031156066000000003
2984,20.8,32.55974725,72278960.0,5,0.136835,6.918,0.570043149,12.91980816,168.2081717,0.356334302,98.26917858,2457957.597,56.04589339,0,0.2975381215
2985,24.5,3.044442473,28988386.0,9,0.193006,3.767,0.402089218,3.830030016,245.6104874,1.177144209,193.9738071,2455543.535,357.8468744,0,0.054143037500000005
2986,20.9,6.942799653,44230684.0,1,0.191751,4.366,0.261545876,13.26621825,257.522813,1.151403247,144.0985023,2458332.606,191.8777975,0,0.2841467005
2987,22.8,8.146492954,51858492.0,2,0.0022475,5.818,0.280223996,2.982998673,2.156764453,0.755495251,273.0910359,2458121.332,249.252073,0,0.11845206
2988,19.8,14.40367553,6697732.5,0,0.00110985,3.742,0.607447796,0.247671946,236.6859228,0.731971568,266.4440883,2458371.752,216.2932275,1,0.47156614350000003
2989,20.7,18.43287419,37174532.0,2,0.0584728,4.83,0.368667531,35.46024224,84.13764519,0.8051893,267.5508265,2458092.02,297.3732523,0,0.311560661
2990,26.2,8.960711761,11519554.0,7,0.00220122,5.224,0.389985302,2.030700645,253.6462483,0.731172807,261.6917656,2458009.63,353.1429374,0,0.0247481435
2991,22.9,17.27174307,64402236.0,5,0.0652282,4.323,0.349333158,4.461420782,260.1567548,1.027823035,128.9514239,2457689.375,154.4541246,0,0.1131208385
2992,19.0,10.94422795,68162048.0,1,0.449524,3.266,0.468401709,21.98431211,46.64653273,1.287703399,68.0191182,2458332.562,273.1890107,0,0.6816204585000001
2993,18.6,14.87352891,58747068.0,0,0.254724,6.019,0.332838177,27.55217937,99.84970603,0.655986389,159.9468997,2457866.416,135.5459311,0,0.819488035
2994,23.6,12.26219889,23360464.0,6,0.00828972,6.341,0.522478583,5.152429791,153.3339943,0.441702417,55.61450521,2457888.269,124.3399943,0,0.0819488035
2995,27.1,7.102275314,1076438.125,9,0.00167986,5.298,0.274735741,2.742506307,267.5882533,0.861483154,247.0694297,2455603.986,316.2333135,0,0.016350936
2996,18.1,21.97991404,64344628.0,0,0.0345132,7.388,0.336776029,3.794750521,188.8616901,0.518177051,59.28970788,2455117.283,230.4371855,1,1.0316743115
2997,20.5,16.39355013,69329760.0,0,0.00471821,4.598,0.781393222,2.536137198,90.98654568,0.286322843,238.2662184,2458225.412,212.1138074,1,0.341619472
2998,19.9,14.21285375,48707528.0,0,0.308928,3.974,0.38948812,26.21190007,290.7058737,1.050633761,96.28732514,2457957.4,18.8167955,0,0.4503421705
2999,24.6,9.019208736,44528540.0,2,0.000579736,6.868,0.210447108,0.63615553,215.5036569,0.676268055,210.7551089,2458145.088,180.2247768,0,0.05170619950000001
3000,22.1,7.847564912,63157544.0,6,0.142919,4.657,0.22304036,16.40040978,316.0343943,1.097974115,49.20691056,2457900.503,58.66806669,0,0.1635093595
3001,19.4,8.0998846,31260422.0,0,0.115951,3.445,0.514973924,6.375851029,241.3206166,1.084051722,213.564949,2458007.541,357.9232334,0,0.5669472025
3002,19.2,25.83164859,31204558.0,0,0.13164,5.195,0.833101194,23.70617095,308.8793229,0.183632346,18.13621485,2458049.287,318.3354906,0,0.6216452459999999
3003,20.7,8.326182452,41802652.0,0,0.143015,4.911,0.249441069,14.9755113,119.3113638,0.983258271,267.3785245,2458217.785,217.1735398,0,0.311560661
3004,24.1,14.55499596,64381220.0,0,0.012946,6.101,0.012961256,10.74760092,106.3717238,0.979681623,101.6388261,2458172.58,188.4820622,0,0.06509424850000001
3005,20.1,31.04050284,48077492.0,2,0.0515351,5.687,0.620506834,16.54562912,105.2363727,0.393718568,224.4401567,2457838.781,150.8319735,0,0.410716941
3006,23.3,5.610208831,32869300.0,2,0.012463,5.946,0.201291134,5.930585319,326.8314685,0.817877913,279.3160873,2457975.16,24.10210151,0,0.09408981549999999
3007,26.4,16.27035396,41810856.0,8,0.00824096,7.215,0.298786524,0.715874127,330.1879753,0.56438646,286.4995865,2457492.031,220.0515022,0,0.0225705745
3008,26.5,15.49699085,63708576.0,7,0.00328393,7.115,0.310917955,6.504633035,246.4456673,0.563204445,207.6090296,2457977.678,30.44090611,0,0.0215547315
3009,22.7,1.321001559,46751296.0,7,0.304207,3.438,0.446048413,1.459931116,356.6837986,1.285111064,112.6024633,2458147.48,319.0023102,0,0.124034533
3010,24.8,2.119429577,24127682.0,9,0.16126,4.266,0.296081241,2.91793265,119.1821826,1.144803755,354.6139417,2455575.755,7.957588889,0,0.0471566145
3011,20.2,18.01833966,72687304.0,0,0.119386,5.182,0.15829944,15.73210383,105.7172766,1.027904052,64.90665549,2458070.767,308.6824689,0,0.3922316335
3012,25.7,13.01440936,1854314.5,9,0.00501402,4.625,0.47185788,2.551353035,317.6860606,0.740696621,87.08053512,2455533.2,32.81662784,0,0.031156066000000003
3013,20.5,17.29668387,28410158.0,0,0.090748,6.554,0.546425327,27.7526366,115.7699322,0.396885078,147.2420224,2458056.264,292.851867,0,0.341619472
3014,18.8,14.81426015,63910036.0,0,0.106536,4.127,0.412302182,28.20256139,274.1542057,0.945649647,293.7378511,2457910.623,43.4000454,0,0.7473819705
3015,21.1,19.10026035,48024324.0,4,0.179884,6.237,0.294112488,26.56200207,325.6734167,0.666786414,195.9871964,2457950.085,54.12316785,0,0.2591448705
3016,21.8,8.569462591,24559884.0,4,0.0214322,4.936,0.439060645,5.530381519,263.4089761,0.721264498,285.7720983,2457762.07,161.174489,1,0.187733863
3017,19.7,14.43927643,43478804.0,0,0.0622295,3.596,0.494070973,11.83863626,280.2952915,1.042804681,169.0847268,2457730.045,316.8525131,0,0.493790371
3018,19.7,14.43927303,43478788.0,0,0.0645324,3.596,0.494085738,11.84115604,280.2625239,1.042579906,169.1245475,2457730.089,90.09078299,0,0.493790371
3019,27.1,5.175809988,5776536.0,7,0.0214742,5.511,0.213284068,4.929234468,318.5496545,0.889089742,100.9017662,2458162.657,226.9701807,0,0.016350936
3020,20.855,29.73156871,25424664.0,2,0.0232265,3.116,0.783451938,3.64573214,135.2521702,0.490329341,240.0790506,2458034.973,350.0280342,1,0.2900965855
3021,25.5,16.39204918,1708885.25,9,0.00254061,4.588,0.531569334,8.009051359,140.1576929,0.655558968,269.8861465,2455548.559,33.30338085,0,0.0341619475
3022,16.8,19.29159439,64324420.0,0,0.000958186,4.667,0.32833931,33.48663014,117.8921836,0.904194523,47.62508884,2457925.264,47.47452122,1,1.8773386305
3023,20.7,30.05117254,66808984.0,2,0.121622,5.22,0.522112736,28.21135035,11.77121763,0.551093842,233.6085697,2457901.598,78.71564926,0,0.311560661
3024,23.6,17.86450328,50592312.0,7,0.0779894,4.248,0.395939368,11.41076495,316.5654566,0.96740776,123.5107527,2457786.963,103.8446107,0,0.0819488035
3025,24.8,4.728849426,51094136.0,5,0.0378689,5.004,0.188922652,0.976628312,45.26691336,1.048481369,190.6591072,2457869.144,88.08560387,0,0.0471566145
3026,28.2,7.02347142,54896992.0,5,0.0018167,5.355,0.184733661,4.763240379,183.0603731,0.959054256,134.5497636,2458082.406,296.7287913,0,0.009852413
3027,21.6,12.5843149,63849684.0,6,0.132045,5.021,0.662648212,11.0459883,55.25523357,0.406943795,197.0926745,2458088.679,294.4020422,0,0.20584608799999998
3028,25.3,6.60315213,5569425.0,7,0.0381176,4.718,0.279420611,9.926448869,144.8412429,1.002479913,332.081072,2457978.178,13.40773762,0,0.03745783
3029,19.8,15.87022942,65079480.0,0,0.0474637,6.587,0.364509788,9.450316331,48.10254872,0.567560838,108.6864026,2458079.029,268.2979576,1,0.47156614350000003
3030,18.9,14.12566088,50857388.0,1,0.0997003,7.325,0.183030919,24.76551165,311.0263337,0.641058116,318.5676422,2457984.516,22.66428328,0,0.7137442405000001
3031,24.7,16.66534275,62722472.0,7,0.0175087,6.402,0.12153745,1.526753698,87.59458068,0.822126534,193.2861779,2458010.853,348.729414,0,0.049379037
3032,22.8,15.23618809,6857309.0,7,0.0364887,4.942,0.454885617,15.6897343,154.2645579,0.692778777,261.458977,2458166.147,246.0465319,0,0.11845206
3033,20.6,11.42079456,53850680.0,1,0.0439084,4.649,0.418731068,20.11205824,170.1616468,0.802101611,241.4871578,2457885.589,69.86926574,1,0.3262440625
3034,26.4,17.75867273,44135828.0,7,0.00429634,4.362,0.424151168,4.977256578,20.27554847,0.886281005,54.04989827,2458348.973,180.1214523,0,0.0225705745
3035,25.8,12.8992663,35363008.0,6,0.0424494,6.642,0.193236277,7.580553673,127.6942725,0.719185899,156.422464,2457847.732,178.893467,0,0.029753811999999998
3036,18.3,11.83177935,21537488.0,0,0.0339574,3.673,0.609063965,5.825998315,189.2411898,0.749163265,270.652493,2457516.995,179.6382503,1,0.940898155
3037,20.3,14.25074524,68245488.0,2,0.00596999,5.737,0.565583517,20.533733,162.3512933,0.447665605,122.1924536,2458005.229,355.5448415,1,0.374578302
3038,22.4,26.65049842,41998508.0,1,0.0200593,5.873,0.573712652,2.758826626,117.2995073,0.430490772,262.0696373,2458159.381,205.6934071,0,0.1424106985
3039,25.8,5.81645962,5613389.0,8,0.0373314,5.33,0.132493913,10.58432917,152.1383266,1.025626601,7.221442858,2455621.168,357.1876765,0,0.029753811999999998
3040,23.6,14.96040568,42606716.0,7,0.0861491,5.954,0.123992554,24.77533427,175.8704579,0.883224376,320.1370433,2458175.428,189.6989617,0,0.0819488035
3041,27.197,8.348806716,43622608.0,6,0.00223976,6.091,0.345840444,2.500098601,6.21929447,0.645276183,294.9074533,2457913.918,87.10404937,0,0.015636610500000002
3042,23.6,4.502404747,4683210.0,5,0.000861835,5.897,0.052467091,8.271725233,156.3156794,0.983267507,336.1852345,2457909.681,84.67708482,0,0.0819488035
3043,17.6,25.17089439,45779008.0,0,0.133291,6.688,0.594731535,14.2877407,208.3532418,0.348277376,172.4492029,2457905.357,117.7079358,0,1.2988010075
3044,19.6,10.02871984,71498416.0,0,0.292795,4.613,0.135880403,19.23280526,13.69456966,1.238106346,54.54049814,2457990.124,5.963160809,0,0.5170619945
3045,25.8,15.25128639,1280450.375,7,0.0037088,5.922,0.450953384,11.55872816,346.5641377,0.554581078,295.8057358,2457916.757,81.30548334,0,0.029753811999999998
3046,28.0,10.79064286,241723.0,7,0.00121086,5.396,0.371409591,0.556305389,174.1611315,0.723113052,262.8366535,2457821.336,143.119186,0,0.010802956
3047,26.4,17.8676102,1262820.125,8,0.00668416,3.103,0.706334616,1.351465068,188.1764093,0.716150343,267.9603007,2455586.461,11.91519769,0,0.0225705745
3048,23.2,13.47690539,2051830.0,7,0.00619496,4.28,0.508018869,2.085689092,336.6146842,0.766909163,119.1652284,2457714.543,144.8143307,0,0.098524132
3049,25.7,11.06174236,50774900.0,7,0.0170424,5.15,0.206478956,20.16126436,180.9268504,0.969233811,225.2692037,2457952.78,34.84162895,0,0.031156066000000003
3050,21.4,17.44218557,68173744.0,4,0.169559,6.488,0.665818135,23.31873919,317.6105666,0.293488718,13.85060967,2458143.242,189.060643,0,0.225705747
3051,23.779,7.035845197,29350738.0,6,0.0562518,5.526,0.060961404,12.50919345,172.6253935,1.057881742,200.4818497,2458066.897,305.2703419,0,0.0754644855
3052,19.5,26.87480509,71346480.0,0,0.00190026,4.123,0.497527403,4.389374201,203.1809,0.830495997,59.38136166,2458007.556,356.7272132,1,0.5414303755000001
3053,27.5,8.758598393,24785618.0,6,0.017912,6.665,0.158516791,7.298970346,189.1403376,0.747700572,200.9260753,2457981.128,22.79601007,0,0.013600116
3054,23.8,6.621988475,28350814.0,2,0.0401482,6.008,0.204011794,2.393315448,177.6882454,0.804972919,351.9745033,2457859.059,137.0783641,0,0.07473819699999999
